id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
geo-swpc-geospace-kp	https://services.swpc.noaa.gov/json/geospace/geospace_pred_est_kp_1_hour.json	json-array	86	NOAA SWPC — Geospace model estimated Kp, 1 hour	NOAA SWPC — Geospaceモデル推定Kp(1時間)	science	spaceweather	en	spaceweather,swpc,noaa	900	Model-estimated Kp at one-minute cadence over the last hour.
geo-swpc-geospace-kp-7d	https://services.swpc.noaa.gov/json/geospace/geospce_pred_est_kp_7_day.json	json-array	10004	NOAA SWPC — Geospace model estimated Kp, 7 days	NOAA SWPC — Geospaceモデル推定Kp(7日)	science	spaceweather	en	spaceweather,swpc,noaa	3600	Week of model-estimated Kp for storm context.
geo-swpc-geospace-dst	https://services.swpc.noaa.gov/json/geospace/geospace_dst_1_hour.json	json-array	107	NOAA SWPC — Geospace model Dst, 1 hour	NOAA SWPC — Geospaceモデル Dst(1時間)	science	spaceweather	en	spaceweather,swpc,noaa	900	Modelled ring current Dst index, the storm intensity measure.
geo-swpc-geospace-dst-7d	https://services.swpc.noaa.gov/json/geospace/geospace_dst_7_day.json	json-array	10312	NOAA SWPC — Geospace model Dst, 7 days	NOAA SWPC — Geospaceモデル Dst(7日)	science	spaceweather	en	spaceweather,swpc,noaa	3600	Week of modelled Dst.
geo-swpc-kyoto-dst	https://services.swpc.noaa.gov/products/kyoto-dst.json	json-array	167	NOAA SWPC — Kyoto WDC Dst index	NOAA SWPC — 京都WDC Dst指数	science	spaceweather	en	spaceweather,swpc,noaa	3600	Authoritative Kyoto Dst geomagnetic storm index.
geo-swpc-boulder-k	https://services.swpc.noaa.gov/json/boulder_k_index_1m.json	json-array	1433	NOAA SWPC — Boulder K index, 1 minute	NOAA SWPC — ボルダーK指数(1分)	science	spaceweather	en	spaceweather,swpc,noaa	900	Ground magnetometer K index from Boulder, Colorado.
geo-swpc-fredericksburg	https://services.swpc.noaa.gov/json/predicted_fredericksburg_a_index.json	json-array	30	NOAA SWPC — Predicted Fredericksburg A index	NOAA SWPC — フレデリックスバーグA指数(予測)	science	spaceweather	en	spaceweather,swpc,noaa	21600	Predicted daily A index for a mid-latitude observatory.
geo-swpc-geomag-forecast	https://services.swpc.noaa.gov/products/geospace/propagated-solar-wind-1-hour.json	json-array	57	NOAA SWPC — Propagated solar wind, 1 hour	NOAA SWPC — 伝搬太陽風(1時間)	science	spaceweather	en	spaceweather,swpc,noaa	900	Solar wind propagated from L1 to the bow shock.
geo-swpc-enlil	https://services.swpc.noaa.gov/json/enlil_time_series.json	json-array	4248	NOAA SWPC — WSA-Enlil solar wind time series	NOAA SWPC — WSA-Enlil 太陽風時系列	science	spaceweather	en	spaceweather,swpc,noaa	3600	Heliospheric model output used for CME arrival timing.
geo-swpc-electron-fluence	https://services.swpc.noaa.gov/json/electron_fluence_forecast.json	json-array	60	NOAA SWPC — Electron fluence forecast	NOAA SWPC — 電子フルエンス予報	science	spaceweather	en	spaceweather,swpc,noaa	21600	Forecast >2 MeV electron fluence, satellite deep-charging risk.
geo-swpc-solar-prob	https://services.swpc.noaa.gov/json/solar_probabilities.json	json-array	30	NOAA SWPC — Solar event probabilities	NOAA SWPC — 太陽イベント発生確率	science	spaceweather	en	spaceweather,swpc,noaa	21600	Probability of flares, proton events and radio blackouts.
geo-swpc-solar-regions	https://services.swpc.noaa.gov/json/solar_regions.json	json-array	204	NOAA SWPC — Solar active regions	NOAA SWPC — 太陽活動領域	science	spaceweather	en	spaceweather,swpc,noaa	21600	Active region positions on the solar disc with magnetic classification.
geo-swpc-sunspot-report	https://services.swpc.noaa.gov/json/sunspot_report.json	json-array	341	NOAA SWPC — Sunspot region report	NOAA SWPC — 黒点群レポート	science	spaceweather	en	spaceweather,swpc,noaa	21600	Daily sunspot group report with heliographic positions.
geo-swpc-edited-events2	https://services.swpc.noaa.gov/json/edited_events.json	json-array	895	NOAA SWPC — Edited solar events list	NOAA SWPC — 編集済み太陽イベント一覧	science	spaceweather	en	spaceweather,swpc,noaa	21600	Quality-controlled list of solar events with type and timing.
geo-swpc-f107	https://services.swpc.noaa.gov/json/f107_cm_flux.json	json-array	123	NOAA SWPC — F10.7 cm solar radio flux	NOAA SWPC — F10.7cm 太陽電波フラックス	science	spaceweather	en	spaceweather,swpc,noaa	21600	Daily 10.7 cm radio flux, the standard solar activity proxy.
geo-swpc-f107-flux	https://services.swpc.noaa.gov/json/solar-cycle/f10-7cm-flux.json	json-array	262	NOAA SWPC — F10.7 cm flux series	NOAA SWPC — F10.7cm フラックス系列	science	spaceweather	en	spaceweather,swpc,noaa	86400	Longer F10.7 series for trend work.
geo-swpc-predicted-f107	https://services.swpc.noaa.gov/json/predicted_f107cm_flux.json	json-array	30	NOAA SWPC — Predicted F10.7 cm flux	NOAA SWPC — F10.7cm 予測値	science	spaceweather	en	spaceweather,swpc,noaa	86400	Forecast F10.7 used in satellite drag modelling.
geo-swpc-solar-radio-flux	https://services.swpc.noaa.gov/json/solar-radio-flux.json	json-array	120	NOAA SWPC — Solar radio flux, multi-frequency	NOAA SWPC — 太陽電波フラックス(多周波)	science	spaceweather	en	spaceweather,swpc,noaa	21600	Radio flux at several frequencies from ground observatories.
geo-swpc-10cm-flux-30d	https://services.swpc.noaa.gov/products/10cm-flux-30-day.json	json-array	30	NOAA SWPC — 10 cm flux, 30-day history	NOAA SWPC — 10cmフラックス(30日)	science	spaceweather	en	spaceweather,swpc,noaa	86400	One-month 10.7 cm flux history.
geo-swpc-solar-cycle	https://services.swpc.noaa.gov/json/solar-cycle/observed-solar-cycle-indices.json	json-array	3331	NOAA SWPC — Observed solar cycle indices	NOAA SWPC — 観測太陽周期指数	science	spaceweather	en	spaceweather,swpc,noaa	86400	Monthly sunspot number and F10.7 back to the 18th century.
geo-swpc-sunspots-smoothed	https://services.swpc.noaa.gov/json/solar-cycle/sunspots-smoothed.json	json-array	3331	NOAA SWPC — Smoothed sunspot number series	NOAA SWPC — 平滑黒点相対数系列	science	spaceweather	en	spaceweather,swpc,noaa	86400	Smoothed monthly sunspot numbers for cycle phase.
geo-swpc-observed-ssn	https://services.swpc.noaa.gov/json/solar-cycle/swpc_observed_ssn.json	json-array	9811	NOAA SWPC — SWPC observed sunspot number	NOAA SWPC — SWPC 観測黒点数	science	spaceweather	en	spaceweather,swpc,noaa	86400	Daily observed sunspot number series.
geo-swpc-predicted-cycle	https://services.swpc.noaa.gov/json/solar-cycle/predicted-solar-cycle.json	json-array	59	NOAA SWPC — Predicted solar cycle	NOAA SWPC — 太陽周期予測	science	spaceweather	en	spaceweather,swpc,noaa	86400	Official predicted sunspot number and F10.7 curve.
geo-swpc-cycle25-predicted	https://services.swpc.noaa.gov/json/solar-cycle/solar-cycle-25-predicted.json	json-array	248	NOAA SWPC — Solar cycle 25 prediction	NOAA SWPC — 第25太陽周期予測	science	spaceweather	en	spaceweather,swpc,noaa	86400	Cycle 25 predicted progression.
geo-swpc-cycle25-ssn-range	https://services.swpc.noaa.gov/products/solar-cycle-25-ssn-predicted-range.json	json-array	255	NOAA SWPC — Solar cycle 25 sunspot prediction range	NOAA SWPC — 第25周期 黒点数予測範囲	science	spaceweather	en	spaceweather,swpc,noaa	86400	High/low bounds on the cycle 25 sunspot prediction.
geo-swpc-predicted-ssn	https://services.swpc.noaa.gov/json/predicted_monthly_sunspot_number.json	json-array	37	NOAA SWPC — Predicted monthly sunspot number	NOAA SWPC — 月別黒点数予測	science	spaceweather	en	spaceweather,swpc,noaa	86400	Month-ahead sunspot number prediction.
geo-swpc-45day-forecast	https://services.swpc.noaa.gov/json/45-day-forecast.json	json:data	90	NOAA SWPC — 45-day AP and F10.7 forecast	NOAA SWPC — 45日間 AP・F10.7予報	science	spaceweather	en	spaceweather,swpc,noaa	86400	Forty-five day geomagnetic and solar flux outlook.
geo-swpc-noaa-scales	https://services.swpc.noaa.gov/products/noaa-scales.json	json-object	1	NOAA SWPC — NOAA space weather scales	NOAA SWPC — NOAA 宇宙天気スケール	science	spaceweather	en	spaceweather,swpc,noaa	3600	Current and forecast R/S/G space weather scale levels.
geo-gfz-kp-nowcast	https://kp.gfz-potsdam.de/app/json/?start=2026-08-01T00:00:00Z&end=2026-08-09T00:00:00Z&index=Kp	json:Kp	65	GFZ Potsdam — Kp index nowcast	GFZポツダム — Kp指数ナウキャスト	science	spaceweather	en	spaceweather,kp,gfz	3600	Authoritative GFZ planetary Kp index series.
geo-bgs-geomag-observatories	https://ogcapi.bgs.ac.uk/collections/geomag-observatory-index/items?f=json&limit=200	geojson	200	BGS — geomagnetic observatory index	BGS — 地磁気観測所一覧	science	spaceweather	en	geomagnetism,observatory,bgs	86400	Global geomagnetic observatory locations tracked by BGS.
geo-bgs-magnetograms	https://ogcapi.bgs.ac.uk/collections/magnetograms/observatories/items?f=json&limit=200	geojson	9	BGS — magnetogram observatories	BGS — マグネトグラム観測所	science	spaceweather	en	geomagnetism,magnetogram,bgs	86400	BGS magnetogram-producing observatories with coordinates.
geo-bgs-aeromag	https://ogcapi.bgs.ac.uk/collections/aeromag/items?f=json&limit=200	geojson	200	BGS — aeromagnetic survey coverage	BGS — 航空磁気探査域	science	earthobs	en	geomagnetism,survey,bgs	86400	Aeromagnetic survey footprints over the UK.
geo-ioc-sealevel-stations	https://www.ioc-sealevelmonitoring.org/service.php?query=stationlist&showall=all&format=json	json-array	1762	IOC Sea Level Monitoring — global station list	IOC 潮位監視 — 世界観測所一覧	environment	ocean	en	sealevel,tidegauge,ioc,global,tsunami	21600	Global GLOSS/IOC tide gauge registry with coordinates and operational status; the backbone of tsunami sea-level verification.
geo-tidesandcurrents-currents	https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations.json?type=currentpredictions&units=metric	json:stations	4430	NOAA CO-OPS — current prediction stations	NOAA CO-OPS — 潮流予測地点	environment	ocean	en	usa,currents,noaa,stations	86400	US tidal current prediction station registry with coordinates.
geo-tidesandcurrents-watertemp	https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations.json?type=watertemp&units=metric	json:stations	239	NOAA CO-OPS — water temperature stations	NOAA CO-OPS — 水温観測地点	environment	ocean	en	usa,watertemperature,noaa	86400	US stations reporting water temperature.
geo-tidesandcurrents-met	https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations.json?type=met&units=metric	json:stations	316	NOAA CO-OPS — meteorological stations	NOAA CO-OPS — 気象観測地点	environment	ocean	en	usa,coastal,meteorology	86400	US coastal met stations co-located with tide gauges.
geo-noaa-tides-tidepred	https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations.json?type=tidepredictions&units=metric	json:stations	3499	NOAA CO-OPS — tide prediction stations	NOAA CO-OPS — 潮位予測地点	environment	ocean	en	usa,tide,noaa,stations	86400	Full US tide prediction station registry with coordinates.
geo-noaa-tides-datums	https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations.json?type=datums&units=metric	json:stations	2209	NOAA CO-OPS — tidal datum stations	NOAA CO-OPS — 潮位基準面地点	environment	ocean	en	usa,tide,datums	86400	US stations with published tidal datums, needed to interpret surge heights.
geo-erddap-ndbc-met	https://coastwatch.pfeg.noaa.gov/erddap/tabledap/cwwcNDBCMet.json?station%2Clatitude%2Clongitude%2Ctime%2Cwtmp%2Cwspd&time%3E=now-2hours	json:table.rows	2666	ERDDAP — NDBC buoy meteorology, last 2 hours	ERDDAP — NDBCブイ気象(直近2時間)	environment	ocean	en	buoy,ndbc,ocean,realtime	1800	Live NDBC buoy sea temperature and wind with latitude/longitude columns.
geo-erddap-argo-ifremer	https://erddap.ifremer.fr/erddap/tabledap/ArgoFloats.json?platform_number%2Clatitude%2Clongitude%2Ctime&time%3E=now-2days	json:table.rows	786	ERDDAP Ifremer — Argo float profiles	ERDDAP Ifremer — Argoフロート	environment	ocean	en	argo,float,ocean,profiles	21600	Recent Argo float positions and profile metadata from the Coriolis centre.
geo-erddap-ioos-sensors	https://erddap.sensors.ioos.us/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution%2CminLongitude%2CminLatitude	json:table.rows	26721	ERDDAP IOOS Sensors — dataset catalogue	ERDDAP IOOS センサー — データ目録	environment	ocean	en	erddap,ioos,catalog	86400	Catalogue of tens of thousands of US coastal sensor datasets with bounding boxes.
geo-erddap-gliders	https://gliders.ioos.us/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2CminLongitude%2CminLatitude	json:table.rows	2514	ERDDAP IOOS Glider DAC — dataset catalogue	ERDDAP IOOS グライダー — データ目録	environment	ocean	en	erddap,glider,catalog	86400	Catalogue of underwater glider deployments with spatial bounds.
geo-erddap-coastwatch-alldatasets	https://coastwatch.pfeg.noaa.gov/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution	json:table.rows	3055	ERDDAP NOAA CoastWatch — dataset catalogue	ERDDAP NOAA CoastWatch — データ目録	environment	ocean	en	erddap,coastwatch,catalog	86400	NOAA CoastWatch ERDDAP catalogue of satellite and in-situ ocean datasets.
geo-erddap-polarwatch	https://polarwatch.noaa.gov/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution	json:table.rows	982	ERDDAP NOAA PolarWatch — dataset catalogue	ERDDAP NOAA PolarWatch — データ目録	science	ocean	en	erddap,polar,seaice,catalog	86400	Polar and sea ice dataset catalogue.
geo-erddap-emodnet-physics	https://erddap.emodnet-physics.eu/erddap/tabledap/allDatasets.json?datasetID%2Ctitle	json:table.rows	817	ERDDAP EMODnet Physics — dataset catalogue	ERDDAP EMODnet Physics — データ目録	environment	ocean	en	erddap,emodnet,europe,catalog	86400	European marine physics dataset catalogue.
geo-erddap-oceanobservatories	https://erddap.dataexplorer.oceanobservatories.org/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution	json:table.rows	767	ERDDAP OOI Data Explorer — dataset catalogue	ERDDAP OOI — データ目録	science	ocean	en	erddap,ooi,catalog	86400	Ocean Observatories Initiative dataset catalogue.
geo-erddap-icos	https://erddap.icos-cp.eu/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution	json:table.rows	773	ERDDAP ICOS — carbon observation catalogue	ERDDAP ICOS — 炭素観測目録	science	ocean	en	erddap,carbon,icos,catalog	86400	Integrated Carbon Observation System ocean and atmosphere datasets.
geo-erddap-osmc-alldatasets	https://osmc.noaa.gov/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution%2CminLongitude%2CminLatitude	json:table.rows	30	ERDDAP NOAA OSMC — dataset catalogue	ERDDAP NOAA OSMC — データ目録	environment	ocean	en	erddap,osmc,global,catalog	86400	Global ocean observing system monitoring centre datasets (drifters, Argo, TAO).
geo-erddap-emodnet	https://erddap.emodnet.eu/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution	json:table.rows	467	ERDDAP EMODnet — dataset catalogue	ERDDAP EMODnet — データ目録	environment	ocean	en	erddap,emodnet,catalog	86400	EMODnet central ERDDAP catalogue.
geo-erddap-aoml-gdp	https://erddap.aoml.noaa.gov/gdp/erddap/tabledap/allDatasets.json?datasetID%2Ctitle%2Cinstitution	json:table.rows	10	ERDDAP NOAA AOML GDP — drifter catalogue	ERDDAP NOAA AOML — 漂流ブイ目録	environment	ocean	en	erddap,drifter,aoml	86400	Global Drifter Program dataset catalogue.
geo-nsidc-north-monthly	https://noaadata.apps.nsidc.org/NOAA/G02135/north/monthly/data/N_08_extent_v4.0.csv	csv	47	NSIDC — Arctic sea ice extent, monthly	NSIDC — 北極海氷面積(月別)	science	ocean	en	seaice,arctic,nsidc,climate	86400	Monthly Arctic sea ice extent and area since 1979.
geo-nsidc-south-daily	https://noaadata.apps.nsidc.org/NOAA/G02135/south/daily/data/S_seaice_extent_daily_v4.0.csv	csv	1801	NSIDC — Antarctic sea ice extent, daily	NSIDC — 南極海氷面積(日別)	science	ocean	en	seaice,antarctic,nsidc	86400	Daily Antarctic sea ice extent time series.
geo-nsidc-south-monthly	https://noaadata.apps.nsidc.org/NOAA/G02135/south/monthly/data/S_08_extent_v4.0.csv	csv	47	NSIDC — Antarctic sea ice extent, monthly	NSIDC — 南極海氷面積(月別)	science	ocean	en	seaice,antarctic,nsidc,climate	86400	Monthly Antarctic sea ice extent and area.
geo-la-seaice-north	https://services9.arcgis.com/RHVPKKiFTONKtxq3/arcgis/rest/services/seaice_extent_N_v1/FeatureServer/0/query?where=1%3D1&outFields=*&f=geojson&resultRecordCount=20&geometryPrecision=2	geojson	20	Arctic median sea ice extent (Esri)	北極海氷 中央値範囲	science	ocean	en	seaice,arctic,polygon	86400	Median Arctic sea ice edge polygons by month, the anomaly reference.
geo-nasa-eonet-seaice	https://eonet.gsfc.nasa.gov/api/v3/events/geojson?category=seaLakeIce&limit=200&status=open	geojson	626	NASA EONET — sea and lake ice events	NASA EONET — 海氷・湖氷イベント	science	ocean	en	seaice,eonet,nasa	21600	Sea and lake ice events curated by EONET, with geometry.
geo-la-coral-reef-stations	https://services9.arcgis.com/RHVPKKiFTONKtxq3/arcgis/rest/services/Coral_Reef_Stations/FeatureServer/0/query?where=1%3D1&outFields=*&f=geojson&resultRecordCount=500	geojson	214	Coral reef monitoring stations (Esri)	サンゴ礁監視地点	environment	ocean	en	coral,reef,monitoring	86400	Coral reef watch virtual station locations for bleaching alerts.
geo-emodnet-bathymetry-wfs	https://ows.emodnet-bathymetry.eu/wfs?service=WFS&version=2.0.0&request=GetFeature&typeName=emodnet:contours&outputFormat=application/json&count=200	geojson	200	EMODnet Bathymetry — depth contours	EMODnet 海底地形 — 等深線	science	ocean	en	bathymetry,emodnet,europe	86400	European seabed depth contour geometry.
geo-openmeteo-marine	https://marine-api.open-meteo.com/v1/marine?latitude=35.0&longitude=140.0&hourly=wave_height,wave_period	json:hourly.time	168	Open-Meteo marine — Japan offshore	Open-Meteo 海況 — 日本沖	environment	ocean	en	waves,marine,japan	10800	Wave height and period forecast offshore Japan.
geo-openmeteo-marine-pacific	https://marine-api.open-meteo.com/v1/marine?latitude=-17.7&longitude=178.0&hourly=wave_height,swell_wave_height	json:hourly.time	168	Open-Meteo marine — Fiji waters	Open-Meteo 海況 — フィジー海域	environment	ocean	en	waves,marine,pacific	10800	Wave and swell forecast for the southwest Pacific.
geo-openmeteo-marine-indian	https://marine-api.open-meteo.com/v1/marine?latitude=-8.0&longitude=80.0&hourly=wave_height,wind_wave_height	json:hourly.time	168	Open-Meteo marine — Indian Ocean	Open-Meteo 海況 — インド洋	environment	ocean	en	waves,marine,indianocean	10800	Wave forecast south of Sri Lanka in the northern Indian Ocean.
geo-openmeteo-marine-atlantic	https://marine-api.open-meteo.com/v1/marine?latitude=45.0&longitude=-30.0&hourly=wave_height,swell_wave_period	json:hourly.time	168	Open-Meteo marine — North Atlantic	Open-Meteo 海況 — 北大西洋	environment	ocean	en	waves,marine,atlantic	10800	Mid-North-Atlantic wave and swell forecast.
geo-noaa-co2-mlo	https://gml.noaa.gov/webdata/ccgg/trends/co2/co2_trend_gl.csv	csv	3908	NOAA GML — global CO2 trend	NOAA GML — 全球CO2トレンド	science	earthobs	en	co2,greenhouse,climate,noaa	86400	Globally averaged marine surface CO2 trend series.
geo-noaa-gml-co2-mlo	https://gml.noaa.gov/webdata/ccgg/trends/co2/co2_mm_mlo.csv	csv	861	NOAA GML — Mauna Loa monthly CO2	NOAA GML — マウナロア月別CO2	science	earthobs	en	co2,maunaloa,climate	86400	Monthly mean CO2 at Mauna Loa, the canonical Keeling record.
geo-noaa-gml-ch4	https://gml.noaa.gov/webdata/ccgg/trends/ch4/ch4_mm_gl.csv	csv	560	NOAA GML — global methane	NOAA GML — 全球メタン	science	earthobs	en	methane,greenhouse,climate	86400	Globally averaged monthly methane concentration.
geo-noaa-gml-n2o	https://gml.noaa.gov/webdata/ccgg/trends/n2o/n2o_mm_gl.csv	csv	350	NOAA GML — global nitrous oxide	NOAA GML — 全球一酸化二窒素	science	earthobs	en	n2o,greenhouse,climate	86400	Globally averaged monthly nitrous oxide.
geo-noaa-gml-sf6	https://gml.noaa.gov/webdata/ccgg/trends/sf6/sf6_mm_gl.csv	csv	392	NOAA GML — global sulphur hexafluoride	NOAA GML — 全球六フッ化硫黄	science	earthobs	en	sf6,greenhouse,climate	86400	Globally averaged monthly SF6, an industrial tracer gas.
geo-silso-eisn	https://www.sidc.be/SILSO/DATA/EISN/EISN_current.csv	csv	7	SILSO — estimated international sunspot number	SILSO — 国際黒点相対数(推定)	science	spaceweather	en	sunspot,silso,solar	86400	Daily estimated international sunspot number from the Royal Observatory of Belgium.
geo-woudc-api-totalozone	https://api.woudc.org/collections/totalozone/items?f=json&limit=100	geojson	100	WOUDC — total column ozone observations	WOUDC — オゾン全量観測	science	earthobs	en	ozone,woudc,wmo,atmosphere	86400	WMO ozone data centre total column ozone with station geometry.
geo-woudc-api-collections	https://api.woudc.org/collections?f=json	json:collections	14	WOUDC — collection catalogue	WOUDC — コレクション目録	science	earthobs	en	ozone,woudc,catalog	86400	Catalogue of WMO ozone and UV data collections.
geo-earthsearch-s2-l2a	https://earth-search.aws.element84.com/v1/search?collections=sentinel-2-l2a&limit=100	geojson	100	Earth Search — Sentinel-2 L2A scenes	Earth Search — Sentinel-2 L2A	science	earthobs	en	stac,sentinel2,imagery,aws	3600	Keyless STAC search over Sentinel-2 surface reflectance scenes with footprint polygons.
geo-earthsearch-s1-grd	https://earth-search.aws.element84.com/v1/search?collections=sentinel-1-grd&limit=100	geojson	100	Earth Search — Sentinel-1 GRD scenes	Earth Search — Sentinel-1 GRD	science	earthobs	en	stac,sentinel1,sar,aws	3600	Sentinel-1 SAR scene footprints; all-weather imaging for disaster response.
geo-earthsearch-landsat	https://earth-search.aws.element84.com/v1/search?collections=landsat-c2-l2&limit=100	geojson	100	Earth Search — Landsat Collection 2 L2	Earth Search — Landsat C2 L2	science	earthobs	en	stac,landsat,imagery	3600	Landsat surface reflectance scene footprints.
geo-stac-earthsearch-s2-c1	https://earth-search.aws.element84.com/v1/search?collections=sentinel-2-c1-l2a&limit=100	geojson	100	Earth Search — Sentinel-2 Collection 1 L2A	Earth Search — Sentinel-2 C1 L2A	science	earthobs	en	stac,sentinel2,imagery	3600	Reprocessed Sentinel-2 Collection 1 scene index.
geo-earthsearch-collections	https://earth-search.aws.element84.com/v1/collections	json:collections	9	Earth Search — collection list	Earth Search — コレクション一覧	science	earthobs	en	stac,catalog,aws	86400	Available collections in the Element 84 public STAC API.
geo-planetarycomputer-s2	https://planetarycomputer.microsoft.com/api/stac/v1/search?collections=sentinel-2-l2a&limit=100	geojson	100	Planetary Computer — Sentinel-2 L2A	Planetary Computer — Sentinel-2 L2A 地表面反射率	science	earthobs	en	stac,sentinel2,microsoft	3600	Microsoft Planetary Computer Sentinel-2 scene search with footprints.
geo-planetarycomputer-s1	https://planetarycomputer.microsoft.com/api/stac/v1/search?collections=sentinel-1-grd&limit=100	geojson	100	Planetary Computer — Sentinel-1 GRD	Planetary Computer — Sentinel-1 GRD(SAR)	science	earthobs	en	stac,sentinel1,sar	3600	Planetary Computer Sentinel-1 SAR scene search.
geo-planetarycomputer-landsat	https://planetarycomputer.microsoft.com/api/stac/v1/search?collections=landsat-c2-l2&limit=100	geojson	100	Planetary Computer — Landsat C2 L2	Planetary Computer — Landsat C2 L2 地表面反射率	science	earthobs	en	stac,landsat	3600	Planetary Computer Landsat scene search.
geo-stac-planetary-modis	https://planetarycomputer.microsoft.com/api/stac/v1/search?collections=modis-14A1-061&limit=100	geojson	100	Planetary Computer — MODIS thermal anomalies	Planetary Computer — MODIS熱異常	science	earthobs	en	stac,modis,fire	21600	MODIS 14A1 thermal anomaly product tiles with geometry.
geo-stac-planetary-naip	https://planetarycomputer.microsoft.com/api/stac/v1/search?collections=naip&limit=100	geojson	100	Planetary Computer — NAIP aerial imagery	Planetary Computer — NAIP空中写真	science	earthobs	en	stac,naip,aerial,usa	86400	US high-resolution aerial imagery footprints.
geo-planetarycomputer-collections	https://planetarycomputer.microsoft.com/api/stac/v1/collections	json:collections	135	Planetary Computer — collection catalogue	Planetary Computer — コレクション目録	science	earthobs	en	stac,catalog,microsoft	86400	135 open Earth observation collections with spatial extents.
geo-landsatlook-c2l2	https://landsatlook.usgs.gov/stac-server/search?collections=landsat-c2l2-sr&limit=100	geojson	100	USGS LandsatLook — Collection 2 L2 scenes	USGS LandsatLook — C2 L2シーン	science	earthobs	en	stac,landsat,usgs	3600	USGS-hosted Landsat surface reflectance STAC search.
geo-landsatlook-collections	https://landsatlook.usgs.gov/stac-server/collections	json:collections	18	USGS LandsatLook — collection list	USGS LandsatLook — コレクション一覧	science	earthobs	en	stac,landsat,catalog	86400	USGS Landsat STAC collections.
geo-cdse-stac-s3	https://stac.dataspace.copernicus.eu/v1/search?collections=sentinel-3-olci-2-lfr-ntc&limit=50	geojson	50	Copernicus Data Space — Sentinel-3 OLCI	Copernicus — Sentinel-3 OLCI	science	earthobs	en	stac,sentinel3,copernicus	3600	Sentinel-3 ocean and land colour scene index.
geo-stac-cdse-s2-l1c	https://stac.dataspace.copernicus.eu/v1/search?collections=sentinel-2-l1c&limit=50	geojson	50	Copernicus Data Space — Sentinel-2 L1C	Copernicus — Sentinel-2 L1C	science	earthobs	en	stac,sentinel2,copernicus	3600	Sentinel-2 top-of-atmosphere scene index from the official Copernicus catalogue.
geo-stac-cdse-s1-slc	https://stac.dataspace.copernicus.eu/v1/search?collections=sentinel-1-slc&limit=50	geojson	50	Copernicus Data Space — Sentinel-1 SLC	Copernicus — Sentinel-1 SLC	science	earthobs	en	stac,sentinel1,sar,insar	3600	Sentinel-1 single-look complex products, the InSAR deformation input.
geo-cdse-stac-collections	https://stac.dataspace.copernicus.eu/v1/collections	json:collections	10	Copernicus Data Space — STAC collections	Copernicus — STACコレクション	science	earthobs	en	stac,copernicus,catalog	86400	Collections exposed by the Copernicus Data Space STAC API.
geo-copernicus-odata-s2	https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$filter=Collection/Name%20eq%20%27SENTINEL-2%27&$top=100	json:value	100	Copernicus Data Space — Sentinel-2 OData	Copernicus — Sentinel-2 OData	science	earthobs	en	sentinel2,odata,copernicus	3600	OData product query over the Sentinel-2 archive.
geo-cmr-stac-lpcloud	https://cmr.earthdata.nasa.gov/stac/LPCLOUD/search?limit=100	geojson	100	NASA CMR STAC — LP DAAC cloud products	NASA CMR STAC — LP DAAC	science	earthobs	en	stac,nasa,cmr,landsurface	3600	NASA land process products with granule footprints.
geo-cmr-stac-pocloud	https://cmr.earthdata.nasa.gov/stac/POCLOUD/search?limit=100	geojson	100	NASA CMR STAC — PO.DAAC ocean products	NASA CMR STAC — PO.DAAC	science	earthobs	en	stac,nasa,ocean,cmr	3600	NASA physical oceanography granules with footprints.
geo-cmr-stac-lance	https://cmr.earthdata.nasa.gov/stac/LANCEMODIS/search?limit=100	geojson	100	NASA CMR STAC — LANCE near-real-time	NASA CMR STAC — LANCE準リアルタイム	science	earthobs	en	stac,nasa,nrt,cmr	3600	NASA near-real-time MODIS granules, the fast tier for disasters.
geo-cmr-collections	https://cmr.earthdata.nasa.gov/search/collections.json?page_size=100	json:feed.entry	100	NASA CMR — collection search	NASA CMR — コレクション検索	science	earthobs	en	nasa,cmr,catalog	86400	NASA Common Metadata Repository collection listing.
geo-cmr-granules-recent	https://cmr.earthdata.nasa.gov/search/granules.json?page_size=100&sort_key=-start_date&provider=LPCLOUD	json:feed.entry	100	NASA CMR — recent LP DAAC granules	NASA CMR — 最新LP DAACグラニュール	science	earthobs	en	nasa,cmr,granules	3600	Most recently ingested NASA land granules.
